,name,price_score,proximity_to_park_score,criminality_score,desired
2615,Ballard: Walk to Salt Water Beach,5,0,5,0
2616,Heart of Ballard Craftsman Home,0,5,5,0
2617,Lovely home in Ballard neighborhood,4,2,5,0
2618,Modern Ballard Bungalow,3,5,5,0
2619,Sunny and comfy Ballard home!,1,0,5,0
2620,Ballard Cottage- Charming Tiny Home,6,1,5,0
2621,2 Huge Private Rooms + Common Area,4,2,5,0
2622,Cozy Ballard-ish Bohemian Retreat,8,1,5,0
2623,The Salmon House,0,3,5,0
2624,Loyal Heights Guest House,3,0,5,0
2625,"Large, private studio in Ballard",6,0,5,0
2626,Cozy Ballard Apartment,7,9,5,0
2627,Ballard Backyard RV,7,2,5,0
2628,Cozy Studio Apartment,4,3,5,0
2629,Seattle urban farm-like home for su,5,1,5,0
2630,Charming Craftsman in Ballard,1,1,5,0
2631,Ballard Backyard Bungalow,8,3,5,0
2632,"BALLARD,WA CHARMING-COZY-PRIVATE",5,6,5,0
2633,1BR Ballard Apartment with Hot Tub,0,2,5,0
2634,"Ballard, Seattle Sunny Bedroom",9,3,5,0
2635,Simple private room near downtown,9,2,5,0
2636,Spacious room,9,3,5,0
2637,New Ultramodern Townhouse - Ballard,2,1,5,0
2638,Ballard  Bungalow - Basement,7,1,5,0
2639,Private Room & Bath in Ballard!,8,7,5,0
2640,Private Suite in Charming Ballard,6,5,5,0
2641,Comfortable private bedroom & bath,7,2,5,0
2642,Light-filled Spacious Garden Studio,4,6,7,0
2643,A one-bedroom condo ,5,7,7,0
2644,Secluded Setting in North Seattle,8,1,7,0
2645,Old Growth in the City,7,1,7,0
2646,Secluded Setting in North Seattle,9,1,7,0
2647,Convenient room with exclusive bath,9,3,7,0
2648,Pianists Dream - 9' Steinway Grand,1,2,7,0
2649,Private Cozy Cabin w/Kitchen & Bath,8,5,7,1
2650,Sunny guest room,9,7,7,1
2651,"Northgate - Large, Private, Comfy",8,5,7,1
2652,Spacious bedroom near UW & parking,8,7,7,1
2653,Charming Natural Home in N. Seattle,3,3,7,0
2654,"Cheerful, quiet cottage",8,1,7,0
2655,A Quiet Room in a House by the Lake,8,3,7,0
2656,Peaceful NE Seattle guest room,9,0,7,0
2657,Quiet room in Northeast Seattle,9,0,7,0
2658,Charming Home with spacious deck...,2,3,7,0
2659,Matthews Beach Seattle ,3,2,7,0
2660,Urban Cottage by the Lake ,4,0,7,0
2661,Mathew's Beach -  Sunny Guest Suite,6,0,7,0
2662,Ground Floor unit on Lake Washingon,7,4,7,0
2663,Serene Apartment In Matthews Beach,8,2,7,0
2664,Mathews Beach House,0,7,7,0
2665,Charming Seattle Lake View House,2,0,7,0
2666,A Quiet Room in a House by the Lake,8,2,7,0
2667,Mathews Beach Mother in Law Suite,6,2,7,0
2668,Million Dollars View of Lake of WA,3,0,7,0
2669,Be at Home in Seattle,9,3,7,0
2670,"peaceful, cozy M-I-L apt.by Lake WA",8,6,7,1
2671,NE Seattle Private Entry Studio!,7,0,7,0
2672,Architectural Retreat near U of W,0,1,7,0
2673,"Detached bedroom, bath in Ballard",7,0,5,0
2674,Browns House Guest Apt. in Ballard,5,0,5,0
2675,Charming 1940 Ballard House,3,7,5,0
2676,Quaint Ballard Bungalow,4,4,5,0
2677,Open Modern Suite w/ Loft - Ballard,4,0,5,0
2678,Private Bed & Bath in Ballard,8,6,5,0
2679,"Piano, 2 bedrooms, REAL BEDS!!",3,2,5,0
2680,Cozy Basement Apartment in Ballard,6,1,9,0
2681,Hummingbird House in Ballard,2,1,5,0
2682,Charming Craftsman in Ballard,1,3,5,0
2683,Modern & New MIL Apt. in N. Ballard,3,1,5,0
2684,Modern Luxury home in Ballard,0,8,5,0
2685,Cozy Hip Vintage MIL Apt in Ballard,4,3,5,0
2686,daylight basement room,6,2,5,0
2687,Bright Ballard Home,2,2,5,0
2688,Industrial Chic Ensuite Cottage,4,2,5,0
2689,Ballard dog-friendly private space,8,7,5,0
2690,Beautiful Townhouse in Ballard,0,9,5,0
2691,Dog Friendly Mother n law n Ballard,6,9,5,0
2692,Adorable Mother-in-Law Cottage,7,0,5,0
2693,Ballard Backyard Cottage,4,7,5,0
2694,Private Floor in Ballard Craftsman,8,3,5,0
2695,"Beautiful, Quiet, Friendly Ballard",7,6,5,0
2696,Lovely Guest Room in Artist's Abode,9,3,7,0
2697,Perfect Private Room,9,0,7,0
2698,Meadowbrook Retreat in Seattle,7,0,7,0
2699,Sanctuary Room in Artist's Abode,8,3,7,0
2700,Modern Asian Peace Retreat,9,5,7,1
2701,The Happy House-Seattle Urban Oasis,0,1,7,0
2702,Tiny House in Seattle,6,1,7,0
2703,Tiny House in Wedgwood,8,0,7,0
2704,Urban AsianOasis MidCentury ModHome,1,5,7,0
2705,Great room with a gorgeous view.,3,9,7,0
2706,Cozy 1BR/BT in Seattle free parking,9,4,7,0
2707,Private room  at North Seattle,8,5,7,1
2708,Simple Room in Serene North Seattle,9,2,7,0
2709,Spacious bedroom in family home,7,1,7,0
2710,2nd room in Private Home! Enjoy!,8,1,7,0
2711,Small but comfy room in family home,9,2,7,0
2712,"One Bedroom Apartment, Two Beds",6,0,7,0
2713,1st Room in Entire House! Relaxing!,9,1,7,0
2714,Cabin meets Urban in North Seattle,8,1,7,0
2715,Room & bath in suburban N Seattle,9,5,7,1
2716,Cozy modern bedroom in family home,7,2,7,0
2717,Welcoming & Refined Garden Apt.,6,0,7,0
2718,Private room in Eco Townhouse,8,2,3,0
2719,Newly Renovated Apartment,7,5,3,0
2720,Spacious Green Lake Suite,4,5,3,0
2721,Charming 2BD Mapleleaf Condo,6,4,3,0
2722,Cozy Basement Unit,7,8,3,0
2723,Private Room in Roosevelt,5,8,3,0
2724,Sunrise in Seattle Master Suite,6,2,3,0
2725,Near UW and Green Lake,1,2,3,0
2726,Ravenna/Roosevelt Roost,4,4,3,0
2727,Cute Basement Apartment,0,2,3,0
2728,Sunny spot in Maple Leaf!,8,3,3,0
2729,Chic craftsman apartment,7,3,3,0
2730,Spacious Studio Apartment w/Kitchen,6,2,3,0
2731,Modern Greenlake house on Roosevelt,3,4,3,0
2732,1bdrm Ravenna/Greenlake/Udistrict,4,9,3,0
2733,Bungalow-Style Maple Leaf Home,6,6,3,0
2734,"Cozy, sunny, second floor duplex",2,4,3,0
2735,"""Home away from Home"" a great spot",2,9,3,0
2736,1BD/1BA Ravenna/Maple Leaf Studio,6,2,3,0
2737,115 year old cottage in Roosevelt,3,5,3,0
2738,Shared Roosevelt Room,9,2,3,0
2739,Charming 1 BR Roosevelt Apartment,3,3,3,0
2740,We own chickens!,8,5,3,0
2741,Master Bedroom Suite (2 rooms),6,0,3,0
2742,Stylish Craftsman House - Ravenna!,2,9,3,0
2743,Colorful Home near Greenlake,6,7,3,0
2744,Sleep in a Artists' workroom/studio,9,6,3,0
2745,1 Bdrm Modern Apt w/Great Location!,3,6,4,0
2746,Perfect Apt. Next to Kerry Park,8,9,4,0
2747,1 bd/full bath near Seattle Center,4,2,4,0
2748,Private Room near Space Needle,7,7,4,0
2749,Classic Queen Anne Condo,5,7,4,0
2750,BRAND NEW TOP FLOOR CITY CENTER,5,4,4,0
2751,Top floor Studio w/ Old World Charm,4,6,4,0
2752,Walking Distance to Space Needle,4,3,4,0
2753,1 BR Apt Steps to Space Needle,4,9,4,0
2754,2 BR 1 Block To Key Arena & Needle!,1,8,4,0
2755,Bright Apartment Near Space Needle,4,7,4,0
2756,"Cozy 2BR/2BA, Space Needle View",0,6,4,0
2757,The Heart of It All: Queen Anne Apt,8,3,4,0
2758,Lower Queen Anne,5,6,4,0
2759,"8, Sparkling Seattle Center ",6,3,4,0
2760,Lower Queen Anne Studio,5,9,4,0
2761,Next door to the Seattle Center!,3,4,4,0
2762,Modern 2 Bd 2 Bath -Lower QueenAnne,1,4,4,0
2763,Airstream in the heart of the city.,2,9,4,0
2764,Sweet flat in the heart of Seattle,2,9,4,0
2765,Beautiful 760 sq foot AVA apartment,5,7,4,0
2766,"""The"" Post Card View for You.",0,9,4,0
2767,Rustic Refuge. Clean apartment,4,4,4,0
2768,Great Downtown View from Queen Anne,4,4,4,0
2769,The Victorian by the Space Needle,4,9,4,0
2770,"Amazing View, Amazing Location",1,4,4,0
2771,CITY CENTER urban lux CONDO 95 WLKS,5,5,4,0
2772,Wake up under the Space Needle ,6,4,4,0
2773,Queen Anne - Comforts of home,2,7,4,0
2774,Seattle near space needle,6,3,4,0
2775,"Sweeping Views, Fabulous Apartment",1,7,4,0
2776,Spacious Queen Anne townhouse,0,5,4,0
2777,A block from the Seattle Center,0,6,4,0
2778,"Downtown, steps from the Needle",4,8,1,0
2779,Large modern waterfront comfy 2bd,2,4,4,0
2780,Perfect place to see the city!,4,6,4,0
2781,Best Location in Lower Queen Anne!,1,9,4,0
2782,Upper Queen Anne Cozy 1 Bedroom,4,8,4,0
2783,Bright and Sunny  1 bedroom Apt.,4,9,4,0
2784,Gorgeous Modern Loft near Downtown,3,4,8,0
2785,"Best location, best deal in Seattle",4,4,4,0
2786,"2, Seattle Center Inn",6,3,4,0
2787,Puget Suite Luxury Two Bedroom,0,4,4,0
2788,Quaint vintage apartment,3,7,4,0
2789,Sunlit and Roomy,6,9,4,0
2790,Modern Private Room w Amazing View,3,4,4,0
2791,Townhome  on Upper Queen Anne,2,7,4,0
2792,Cozy Bedroom near Seattle Center,7,3,4,0
2793,3BD/3BA Townhouse Near Space Needle,0,5,4,0
2794,"Updated, Convenient Queen Anne Apt",7,3,4,0
2795,Homey studio with a sunset view,6,7,4,0
2796,Spacious Seattle Center Townhouse,0,2,4,0
2797,Shared space near the SpaceNeedle!,9,5,4,0
2798,2BD Lower Queen Anne Great View!,1,4,4,0
2799,Open 1 Bedroom + Balcony &City View,1,8,4,0
2800,Modern Open 1 Bed with Patio,2,4,4,0
2801,"Central Location, Tree Lined Street",8,6,4,0
2802,Cozy bedroom on Queen Anne Hill,7,9,4,0
2803,Great Apt. Next to Space Needle!,1,8,4,0
2804,Masterbed/bath with view,4,3,4,0
2805,Cozy Bachelor Pad in Queen Anne,5,7,4,0
2806,Waterfront/Space Needle/Dwntwn View,1,6,4,0
2807,1 Bedroom with Ensuite,5,6,4,0
2808,Cozy 1BD in the heart of the city,5,4,4,0
2809,Bella Vista- Queen Anne Hill,5,5,4,0
2810,Private room with landscaped patio,4,2,4,0
2811,Historic House at Seattle Center,1,9,4,0
2812,Garden Apt. in Historic Sea. House,1,7,4,0
2813,Bright clean special Jan/Feb prices,6,4,4,0
2814,Just steps to Downtown,4,8,4,0
2815,Industrial Loft | Seattle Center,1,5,4,0
2816,Puget Suite,2,3,4,0
2817,Studio By Seattle Center,4,7,4,0
2818,Modern Unit Near Seattle Center,2,4,4,0
2819,Modern home in heart of the city,1,9,4,0
2820,Queen Anne Classic Apartment,3,9,4,0
2821,Cute Mid Century near Downtown,7,6,4,0
2822,Furnished One Bedroom Space Needle,2,6,4,0
2823,A min away from Space Needle,6,7,4,0
2824,Super close to the Space Needle! :),7,7,4,0
2825,Top Floor Condo with Ocean View,2,6,4,0
2826,Right in the Middle of the Action!,6,6,4,0
2827,Cozy Quiet Studio Lower Queen Anne!,6,6,4,0
2828,One bedroom in Lower Queen Anne,2,9,4,0
2829,Study Den in Tranquil Setting,8,0,8,0
2830,Fabulous and Friendly Space!,8,3,8,0
2831,Private room in quite area,7,3,8,0
2832,"Why share, have it all to yourself.",7,1,8,0
2833,Adorable N. Seattle Townhouse,5,0,8,0
2834,Cozy 4BR/3BA Craftsman Family Home,0,0,8,0
2835,Artistic Seattle home..whole house,0,4,8,0
2836,Cozy Seattle Bungalow,1,0,8,0
2837,Large Tranquil Room in Wedgwood,8,1,8,0
2838,large 2 bdrm studio nearUW. PetsOK!,7,1,8,0
2839,Guest House near UW,5,6,8,1
2840,Tranquil Rooms at Maple Creek House,8,0,8,0
2841,Bedroom in artistic Northwest home,9,8,8,1
2842,Maple Creek House in Wedgwood,8,0,8,0
2843,Plaza Suites - 2 Bedroom Condo B216,3,3,2,0
2844,"NorthBeach, fantastic water view",1,2,5,0
2845,Private North Beach Ocean View Room,6,6,5,0
2846,Modern View in North Ballard,7,2,5,0
2847,Seattle Water View Cottage,7,6,5,0
2848,2 BR Charming North Beach Home,1,8,5,0
2849,Spectacular Beach House in the City,0,8,5,0
2850,Sunny Sylvan Setting near Ballard,9,1,5,0
2851,View Home in North Seattle,0,2,5,0
2852,Backyard Bungalow,6,2,5,0
2853,Sunny Sylvan Setting N. Ballard,4,3,5,0
2854,Ballard Private Apartment,7,3,5,0
2855,Calm artist's home in Cedar Park ,4,4,7,0
2856,Relaxing & Comfy Master Suite,6,3,7,0
2857,Private room with private bath,9,0,7,0
2858,"Large, Beautiful, Affordable Condo",7,7,7,1
2859,A beautiful house with a lake view,7,0,7,0
2860,Modern 3 BR home in Seattle,0,1,7,0
2861,NE Seattle Artist Treehouse Suite! ,6,3,7,0
2862,Cute Bungalow w/ Private Apartment,6,0,4,0
2863,Room in quiet Greenwood home,9,0,4,0
2864,Two rooms for Family of 4 for $130!,2,0,4,0
2865,"Nice room & patio, 1 block from bus",9,0,4,0
2866,HotelLike with Full Kitchen/Parking,7,0,9,0
2867,Cozy house with trees & quiet. Yard,5,0,4,0
2868,North Seattle Charmer,8,8,4,0
2869,Large house in Greenwood!,8,0,4,0
2870,Charming Bungalow Home,6,0,4,0
2871,"Cozy Cove, Hot tub - private bath",8,4,4,0
2872,3 Bed Greenwood Townhome in Seattle,1,0,4,0
2873,North Seattle hideaway,9,0,4,0
2874,Cozy room in Ballard,7,4,5,0
2875,Ballard Private Rm w 2 Twin beds,7,2,5,0
2876,Ballard Private Room w Queen Bed,7,4,5,0
2877,Restful Room w/Bath in West Ballard,9,1,5,0
2878,Studio Suite with Private Entry,7,0,5,0
2879,Ballard Private Room w Double Bed,6,4,5,0
2880,Sunny Garden Apartment,6,5,5,0
2881,Sunset Hill View Craftsman,0,3,5,0
2882,"Amazing View, Large Room in Ballard",6,3,5,0
2883,Modern Vintage Eclectic in Ballard,9,9,5,0
2884,Delightful Home - Family Friendly,2,3,5,0
2885,Entire Home - Beautiful Sunset Hill,0,4,5,0
2886,delux comfort+ in coolest 'hood,0,2,5,0
2887,"New, modern, kid-friendly home...",0,0,5,0
2888,B&B on the Salty Sea,7,1,5,0
2889,Luxury Ballard Town Home,0,1,5,0
2890,"Contemporary, Cozy, and Warm Home",7,2,2,0
2891,Sweet 1920's cottage in N. Seattle,4,0,2,0
2892,Peaceful Seattle Home by Northgate,3,4,2,0
2893,"Spacious 3 bd, 15 min to downtown",1,6,2,0
2894,Spacious Relaxation in Seattle,4,1,2,0
2895,"Large, comfy, light, garden studio",3,0,2,0
2896,Room w/ full bathroom & entrance,7,5,2,0
2897,2 bd main floor home; 15 min dwntwn,5,4,2,0
2898,Haller Lake Restored Log Cabin,5,1,2,0
2899,Room in Near Everything Townhouse,9,8,2,0
2900,Large bdrm & living rm;15 min dwntn,7,8,2,0
2901,"Newly Remodeled, EZ Access to City!",1,6,2,0
2902,North Seattle Explorer’s Apartment,3,0,2,0
2903,Creekside Contemporary Apartment,2,0,2,0
2904,Newly remodeled 2 bed townhouse! ,3,4,2,0
2905,Charming Greenlake Home,2,0,2,0
2906,"Serene, Plush and Luxurious",7,0,2,0
2907,Lovely Green Lake Guest Stay,6,2,9,0
2908,Clean House for FEMALE ONLY-No Male,7,5,2,0
2909,Spacious North Seattle Condo!,5,7,2,0
2910,Spacious & Charming 3 Bedroom Apt,5,4,2,0
2911,Sunny 3bd townhouse with parking,3,2,2,0
2912,Convenient Private Bed & Bath,9,0,2,0
2913,Sunny Room w/a Deck,5,0,2,0
2914,Modern 2 Bedroom Suite,6,1,2,0
2915,Cozy Seattle Cottage,1,5,2,0
2916,Small open room in North Seattle,9,1,2,0
2917,Super cute urban farm,5,1,2,0
2918,Open room in North Seattle 3,8,3,2,0
2919,Open room in North Seattle 1,9,5,2,0
2920,Open room in North Seattle 2,8,3,2,0
2921,New apartment with all the comfort.,6,0,8,0
2922,1000 sq ft Modern Lower-level Apt,5,8,9,1
2923,Phinney Ridge Private Room (Oz),6,3,8,0
2924,Mid-century Modern Apartment,5,1,8,0
2925,Another daylight basement room,7,4,5,0
2926,"Lovely Home Seattle, Green Lake",2,7,8,0
2927,"Private, kid-friendly Phinney Apt.",6,4,8,0
2928,"2 bedroom home, 2 blks to Green Lk",2,8,8,0
2929,Sweet 2 bd Craftsman Home,0,1,8,0
2930,Convenient Friendly Home~Ballard~M2,8,3,8,0
2931,Oh hey! Look another room!,9,5,8,1
2932,Top of Phinney Ridge With a View,4,5,8,0
2933,ECO PIED A TERRE-All New w/ Parking,6,1,8,0
2934,Delightful Cottage by Greenlake,2,8,8,0
2935,Wonderful Townhouse in Phinney,0,7,8,0
2936,Phinney Ridge Private Room (Fraser),6,4,8,0
2937,Rooftop Retreat,1,7,8,0
2938,Elegant Townhouse in Phinney Ridge,7,8,8,1
2939,Phinney Ridge Bungalow,1,1,8,0
2940,Large home in North Seattle,2,9,8,0
2941,Private Cottage in Phinney Ridge!,4,8,8,0
2942,Sweet Craftsman on Phinney Ridge,1,5,8,0
2943,"Brand New, Bright, Modern Apartment",3,0,8,0
2944,December Special! Perfect Location!,2,7,8,0
2945,Phinney Suites Apartment - 1 Bdr ,6,0,8,0
2946,Guest Suite 3BR/1BA/Kitchenette ,7,1,8,0
2947,"Quiet and Green, Phinney Getaway",9,1,8,0
2948,Daylight basement in Villa Maria,6,5,8,1
2949,FABULOUS LOCATION BY GREENLAKE!,2,9,8,0
2950,Private suite in Phinney Ridge home,7,5,8,1
2951,Phinney Garden Cottage - 1+ Bdrm,2,0,8,0
2952,Workshop Studio,6,9,3,0
2953,Greenlake View Home,4,0,8,0
2954,Classic 1908 Home Close-In,0,4,8,0
2955,Phinney Suites Retreat Sunny 2 Bdrm,1,0,8,0
2956,Green Lake Charming Two Bedroom,5,0,8,0
2957,Cottage on Phinney Ridge,0,7,8,0
2958,"Quiet, sunny Phinney 1BR oasis",9,1,8,0
2959,"Convenient, Artsy Ballard Cottage",6,3,8,0
2960,Sunny Retreat  in Olympic View Home,7,6,8,1
2961,"Beautiful Room, Walk to everything!",9,3,8,0
2962,Fantastic Private Entry Suite & Den,6,6,5,0
2963,Seattle Phinney Ridge Ballard,1,0,8,0
2964,West View Near Woodland Park Zoo,5,1,8,0
2965,Woodland Park 2-bedroom suite,2,9,3,0
2966,Bed&Bath in Charming Craftsman Home,6,5,8,1
2967,Modern Greenlake Getaway,0,5,8,0
2968,Charming Phinney Ridge Home,2,2,8,0
2969,Greenlake Bungalow Basement Apt,4,8,8,0
2970,Phinney Oasis in Seattle,6,0,8,0
2971,Spacious Garden Apt Phinney Ridge,6,0,8,0
2972,Light-filled Craftsman near zoo,9,5,8,1
2973,Daisy Mae's B & B - Phinney Ridge,5,0,8,0
2974,Classic Ballard/Phinney Ridge home.,4,8,8,0
2975,Heart of Phinney Studio - King Bed!,7,0,8,0
2976,Mother in law studio-Ballard/phinne,8,3,8,0
2977,Private Suite in Ballard Craftsman,5,2,5,0
2978,Green Lake Escape,8,0,8,0
2979,Urban Calm Studio on Phinney Ridge,6,7,8,1
2980,High End Phinney Apartment,5,1,8,0
2981,City & Mountains | Private Suite,9,2,5,0
2982,Cozy Seattle Home for 2-6 guests,3,3,8,0
2983,green suite seattle - dog friendly,3,0,8,0
2984,Gorgeous 5bedroom home - NE Seattle,0,1,8,0
2985,Charming 2 BD 1 BA Apt,1,3,8,0
2986,Seattle Modern Lakefront Home,0,1,8,0
2987,Luxury Treehouse Garden Cottage,2,2,8,0
2988,"Easy City Access, U.W. Children's",4,1,8,0
2989,Charming garden retreat near UW,6,1,8,0
2990,Cozy Room near U.W. & Children's,4,1,8,0
2991,One room cottage,5,1,8,0
2992,Room & Private Bath in Sunny Apt,8,4,8,0
2993,Close to the UW in Laurelhurst,1,1,8,0
2994,Seattle Mid-Century Modern,5,6,8,1
2995,Warm & Cozy 2BD Close to UW,1,2,8,0
2996,Spacious Laurelhurst Hideaway,3,5,8,0
2997,Private room near University of WA,8,3,8,0
2998,Sunny 2Bdrm/2bath Apartment,5,6,8,1
2999,Private Studio near UW & Childrens,9,2,8,0
3000,Geometric Modern Apt,0,0,8,0
3001,Little Urban Studio / Private Entry,7,0,8,0
3002,Private mother-in-law studio apt.,4,2,8,0
3003,Beach Bungalow Discounted 12.9 - 23,1,4,8,0
3004,Spacious 2BR/2BA Magnolia Townhouse,4,0,8,0
3005,Beautiful Home near Downtown,0,7,8,0
3006,City Views - Available Sept Monthly,1,2,8,0
3007,Classic Tudor with mountain view,3,0,8,0
3008,Modern Drama Above Magnolia,2,3,8,0
3009,"Quiet, cozy, and perfect location!",9,3,8,0
3010,View Home 3.7 mi from Pike Pl. Mkt.,0,4,8,0
3011,Modern Magnolia Atelier,3,3,8,0
3012,MODERN 2 BD/2.25 BTH TOWN HOME,0,0,8,0
3013,West Seattle Guest Room,7,4,7,0
3014,SuiteLouis #1 in Quiet West Seattle,7,1,7,0
3015,SuiteLouis #2 in Quiet West Seattle,7,0,7,0
3016,"Cozy, quiet room in West Seattle",7,2,7,0
3017,West Seattle Two Bedroom Apartment,5,5,7,0
3018,Turquoise Dragonfly in West Seattle,7,4,7,0
3019,RENT ENTIRE UPPER LEVEL OR  A ROOM!,0,4,7,0
3020,GardenLife Sanctuary ,0,5,7,0
3021,Private Room Close to Downtown,9,4,7,0
3022,15min-Downtown! Bus-steps away!,6,1,7,0
3023,Blue Igloo,5,8,7,1
3024,Cozy Cottage,4,7,7,0
3025,New Townhome in West Seattle,8,6,7,1
3026,Cozy Room West Seattle,9,6,7,1
3027,Private zen den with sauna!,8,0,7,0
3028,Private Suite in Modern Home,7,0,7,0
3029,Sweet Studio -Water & Mountain view,7,0,7,0
3030,Oasis Near Puget Sound with Kitchen,4,0,7,0
3031,Bright Modern Apartment,4,2,7,0
3032,West Seattle warm and welcoming....,8,4,7,0
3033,Alki Beach Waterfront Cape Cod HSE,1,0,7,0
3034,"Mid-Century Retreat, Saltwater View",6,2,7,0
3035,View Home in West Seattle ,1,4,7,0
3036,The Hideout at Alaska Junction,4,7,7,0
3037,Le Petite Retreat,1,1,7,0
3038,"West Seattle, The Full Moon Cottage",3,1,7,0
3039,Toulouse room/Parisian charm cozy,7,8,0,0
3040,Golden Sun vintage warm/sunny,6,8,0,0
3041,Artists' Retreat,9,4,0,0
3042,Georgetown Loft Apartment,5,3,0,0
3043,Georgetown Modern Craftsman,8,4,0,0
3044,Roadhouse Retreat,6,7,0,0
3045,Zen space/yoga room warm and modern,7,9,0,0
3046,Craftsman Farmhouse in Seattle,5,2,7,0
3047,Sweet home away from home,4,9,7,0
3048,West Seattle home just off 35th Ave,8,3,7,0
3049,West seattle cozy home,8,9,7,1
3050,West Seattle Haven,8,2,7,0
3051,Awesome Studio in West Seattle,8,2,7,0
3052,"Beautiful, Accessible 1 Bedroom Apt",4,1,7,0
3053,The Mod Pod- Basement Suite,2,5,7,0
3054,Get Cozy In West Seattle,9,3,7,0
3055,Peaceful Renovated General Store.,4,5,7,0
3056,Large Private Basement Apartment,7,3,7,0
3057,Beautiful West Seattle Craftsman,7,8,7,1
3058,Beautiful room and bathroom,9,5,7,1
3059,West Seattle Highland Park Hideaway,3,1,7,0
3060,Lakeside Cottage w/Beach access,9,9,6,1
3061,Artistic Sanctuary Overlooking Lake,7,7,6,1
3062,Perfect Location by Lake Washington,3,9,6,0
3063,Down Town Madison Park Apartment,6,8,6,1
3064,Perfect Madison Park Urban Oasis,0,7,6,0
3065,Lakeside Suite near Beach and Shops,4,6,6,0
3066,Madison Park House - 2+ Bedrooms,0,9,6,0
3067,2 Private Bedrooms in Luxury Home,1,1,6,0
3068,Beautiful water view apartment,7,9,6,1
3069,Charming home in Madison Park,1,5,6,0
3070,Cozy Lakeside Apt in Seattle,7,5,6,0
3071,Swanky 1 bdrm near Beach & Dining,3,8,6,0
3072,Colorful Retro 1Bd near Arboretum,7,3,6,0
3073,Cozy room in Madison Beach,2,7,6,0
3074,"Bright, Sunny Madison Park Condo",1,9,6,0
3075,Cozy Room on Lake in Seattle,8,5,6,1
3076,Capitol Hill Apt. in Craftsman Home,0,1,10,0
3077,Large 1 bed  in Capitol Hill,2,5,10,0
3078,"Capitol Hill Apt, Balcony, Views!",4,0,10,0
3079,Spectacular Capitol HIll Townhome ,3,4,10,0
3080,Crayola Home - Purple Room Bunk 1,9,2,10,0
3081,Crayola Home Green Room-Bunk Bed 5,9,2,10,0
3082,Crayola Home Green Room-Bunk bed 7,9,1,10,0
3083,Crayola Home Green Room-Bunk Bed 3,9,2,10,0
3084,Crayola Home Green Room-Bunk Bed 8,9,2,10,0
3085,Crayola Home Green Room -Bunk Bed 1,9,1,10,0
3086,Seattle's hot Cap Hill - Pvt Room,8,6,10,1
3087,Queen Rm in Capitol Hill Guesthouse,3,6,10,0
3088,Sunny in Seattle,6,1,10,0
3089,Comfortable Bedroom in Capitol Hill,7,1,10,0
3090,Master Bedroom with Private Bath,6,3,10,0
3091,Madison Valley Townhome,5,5,10,1
3092,Private room next to Capitol Hill,9,3,10,0
3093,Interlaken House,2,6,10,0
3094,Walking distance from it all...,2,6,10,0
3095,Capitol Hill top floor hideaway. ,2,1,10,0
3096,Balcony room with Lake & Mt. Views,2,5,10,0
3097,Mad Valley Spa Suite,3,2,10,0
3098,Private Capitol Hill Suite,5,7,10,1
3099,Private Rm Cap Hill - Free Parking,8,4,10,0
3100,Sunny Room Overlooks Garden,2,7,10,0
3101,Charming 1BR in Historic Mansion,3,3,10,0
3102,Modern Studio in a Central Location,6,4,10,0
3103,Private Capitol Hill Studio,3,0,10,0
3104,"Garden apartment, quiet, wifi",4,1,10,0
3105,Capitol Hill Cute Space,5,2,10,0
3106,Private Studio apt in Capitol Hill,9,4,10,0
3107,Lofted urban retreat with roof deck,0,1,10,0
3108,Urban Oasis,2,0,10,0
3109,Slanted Ivy Vacation Rental,5,5,10,1
3110,Seattle's Central Capitol Hill!,3,7,10,0
3111,"Stylish, Sunny Apt. in Capitol Hill",5,8,10,1
3112,Brand new one bedroom in Cap Hill,1,9,10,0
3113,Crayola Home Green Room-Bunk Bed 2,9,2,10,0
3114,Capitol Hill Victorian Home,0,4,10,0
3115,Charming 1906 Craftsman,0,2,10,0
3116,Cozy nook on fantastic Cap Hill ,9,0,10,0
3117,Beautiful View Home-Large quietroom,7,0,10,0
3118,Room Available - Capital Hill,9,1,10,0
3119,"TL ""Philly"": newly renovated 1 bed",2,1,6,0
3120,CAPITOL HILL REMODEL,3,4,10,0
3121,Stylish 1BR Capitol Hill Apartment ,1,8,10,0
3122,North Capitol Hill Townhome,1,8,10,0
3123,2 bedroom house w/hot tub,4,2,10,0
3124,"Stay in the ""Single's Movie Bldg""",4,2,10,0
3125,Perfectly Located Capitol Hill Home,0,4,10,0
3126,Beautiful View Home-3rd Foorw/deck,6,1,10,0
3127,"Classic home, heart of Capitol Hill",0,0,10,0
3128,"Lovely, light filled 1 Bedroom",2,1,10,0
3129,Pullout Bed in CAP HILL on Pike St.,9,6,6,1
3130,Amazing Studio Apt on Capitol Hill!,4,6,10,0
3131,Cozy 2BR/2BA Apt. in  Seattle!,3,8,10,0
3132,Sunny cottage style home with views,3,1,10,0
3133,Modern Townhouse in Capitol Hill,3,9,6,0
3134,Room in house,2,0,10,0
3135,Adorable Walkable Vintage Apartment,3,4,10,0
3136,Capitol Hill Carriage House,3,1,10,0
3137,"TL ""New York"": renovated 2bed/2bath",0,1,6,0
3138,Garden Suite in North Capitol Hill,1,4,10,0
3139,Spacious Suite on Capitol Hill,2,7,10,0
3140,Modern Master on Capitol Hill,9,9,10,1
3141,Quiet yet urban Capitol Hill house,2,0,10,0
